user,disc,channel_id,label
locan2408,these datas are streamed from solar tracker system at central electric power college vietnam,387449,e
felusch,temperature and humidity sensor,512049,t
intelekiot002,smart monitoring system for temperature humidity and light intensity,453641,t
ishan111,it will send the weight using iot,571185,o
scfridingen,iot channel of sc fridingen,360449,u
podtatrami,a low cost open source weather station in zakopane poland bme280 raspberrypi esp8266,264743,w
dr35lmdr,meteorological station temperature humidity and thermal sensation esp8266,574118,w
pzsolt,home electricity usage,437738,e
spectrum5337,live measure of the earths magnetic field large peeks indicate the chance of aurora,438056,o
ryanlloydmiller,weather and related returning from imp,328867,w
dellobake,will collect and send over garden vital data,574113,u
keithellis,channel for home made weather weather station powered by raspberry pi zero located in ipswich ip1 uk,226647,w
willianschelles,sensor to gas and flamme,573467,o
mellenmb,2nd wifi weather sensor inside,507187,w
nidhirajdev,iot workshop,573727,u
saloni2110,iot workshop,573725,u
anil286,iot workshop,573723,u
somesh777,iot workshop,573720,u
diksha32,iot workshop,573721,u
pughjsus,monitor my home pool temperature and air temperature,302861,t
msengar6,iot workshop,573728,u
shivani2802garg,iot workshop,573729,u
patcher,mh_greenhouse_co_gasii,417174,u
ecorbett,monitor the temp and humidity inside a guitar case,213795,t
