author,disc,channel_num,type,azure_keywords
mifulapirus,do you want to know how many times you have squished your connected gato,270831,o,connected gato
ppet36,diy multi zone regulation in my house based on arduino dallas onewire bus and thermoelectric valves,83994,t,thermoelectric valves
zeeshan1996,practice work for iot lab,572819,u,practice work
abdullahyounis22,the purpose of this channel is totally related to internet of things with the help of this platform where we learn now things related to iot,572817,u,purpose
umerfarid53,the purpose of this channel is totally related to internet of things with the help of this platform we learn new things related to iot,572816,u,channel
nadiahijab,internet of things,572811,u,internet of things
skyscrapper007,it is the most emerging technology in cs field,572810,u,cs field
ferdicoast,home temperature monitoring,226971,t,home temperature monitoring
sapedu,room temperature humidity using si7021 lux using tsl2561 barometric pressure bmp180,316776,t,tsl2561 barometric pressure bmp180
softis,weather at taursa observatory,306254,w,weather
marinamyat,this channel measures pulse rate and temperature for id 569607,569607,t,channel measures pulse rate
karenbobiv,this is the air temperature at the pool,15365,t,pool
sarosh123,smart home automation using iot and arduino uno for 13 09 2018,574089,o,smart home automation
smishra401,record the health of tpms in every 18hrs,515960,o,hrs
pwntech002,computer room,478810,u,computer room
rubenayrapetyan,environment data of country house,308185,w,environment data of country house
anusha0103,measuring weather parameters,571313,w,weather parameters
ikarwisit,this channel shows temperature and pressure logged by raspberry pi and a bmp180 sensor using rpispy implementation,378718,t,temperature
iamshanmukha,which detects the hazardous gaseous and show it in the lcd and and upload it to the webserver in the form of ppm,572375,o,lcd
troutinsights,reports pond temperature every 15 minutes to cloud via cellular,572257,t,pond temperature
erik84750,upload of moisture sensor data received over hc12,393864,o,hc12
khunnay,real weather at home,573026,w,real weather
ahnchul76,ach_temp humid,328556,t,temp humid
ckeijzer,field monitor,293757,u,field monitor
jcocciardi,temperature and humidity monitoring device 2,329600,t,temperature
outofxs,just some temerature readings from my htpc,38853,t,temerature readings
aspirac,my paris home temperature humidity etc,544926,t,paris home temperature humidity
nhorward,all statistics related to harold my hamster,345243,o,statistics
theprez,analysing the wi fi signal strength rssi of an esp8266 to a thingspeak channel using the thingspeak api,235217,o,wi fi signal strength rssi
mamail54610,charles gerber 54 hotmail fr,352531,u,charles gerber
crannog,combined weather and diagnostic data from arduino based station,343375,w,arduino
olemin,kyiv outdoor temp pressure,254141,t,kyiv outdoor temp pressure
misterdog,power data from the hut,260164,e,power data
ssunilkumar,demonstrate dht11 from arduino,568385,t,dht11
jonandel,heating and data for house taking feeds from 1 nanode arduino clone 2 electric imp,390779,t,house
earlyengineers,monitoring the updates from temperature and humidity sensor5,566725,t,temperature
jwtrexler,air t rh water t,380234,u,air t rh water t
ocampossoto,heartrate monitor project,566877,o,heartrate monitor project
icenine,first test,465270,u,test
lemonkey,in f,374252,t,
erwin713,temperature and humidity some other shit,536193,t,temperature
irishrockr,channel to monitor environmental conditions of my apartment channel is supplied data via an esp8266 wifi module which has a bme280 sensor connected to it these are powered from a usb wall socket outlet for minimal setup installation,266187,y,bme280 sensor
zawisza,nodemcu weather data balkon,490334,w,nodemcu weather data balkon
pallismn,outside temperature in beaconsfield uk,424409,t,temperature
apulai,pa temperature humidity pressure,439549,t,pa temperature humidity pressure
gandipg,temperature and humidity,259103,t,temperature
estave,pig easy sow feeder 5,559894,o,easy sow feeder
margarine,temperature of cold room 1,116848,t,temperature of cold room
zangaby,solar powered temperature humidity pressure sensor,297993,e,solar powered temperature humidity pressure sensor
wictor,testing,7296,u,testing
nom4476,about room 205,297228,u,room
chinmayeeabit,educational,571063,u,
pratapabit,department of cse,571060,u,department of cse
estave,pig easy sow feeder 3,559892,u,easy sow feeder
joharo,check temperature of cooking field with infrared sensor,484541,t,temperature of cooking field
capitalchemist,analytics channel for southlands,455619,u,analytics channel
vzaoral,meteo data from wifi meteo station located on gru,403355,o,wifi meteo station
prithwijit,trying to upload the data,568977,u,data
atwin140,temp of the chicks,108185,t,temp
tuananhutehy1620,smart home,572409,u,smart home
blenheim,weather station iot,379398,w,weather station iot
yhcheng1108,test for iot,572873,u,test
marinamyat,this channel measures pulse rate and temperature for id 532501,532501,t,channel measures pulse rate
athulmangalam,athul,570923,u,athul
danee66,dust sensor and bmp180 sensor connected to an esp8266,72577,t,dust sensor
zeljko60,3x ds18b20 on raspberry pi,214106,t,x ds18b20
kociubin,data about house living room conditions,354702,u,data
siddhath022,testing iot,404808,u,iot
sevenlayerorg,temperature logger with esp8266 and ds18b20 sensor,40950,t,ds18b20 sensor
rockproper,iofthings accel data,572665,o,iofthings accel data
rockproper,iofthings accel data,572666,o,iofthings accel data
rockproper,iofthings accel data,572667,o,iofthings accel data
amanr1997,for the prototype of smart irrigation,572661,o,prototype of smart irrigation
mariagmail2,temp s2,572663,t,temp s2
nicolaasbotes,channel for nico to show speedtest,351868,o,channel
dduley,temperatures on the property,380036,t,temperatures
lalex65,test esp8266 and ds18b20,419324,t,test esp8266
gowerst,counter of scenarios,301749,u,counter of scenarios
moungs,temperature and humidity monitor,277301,t,temperature
divyaamulu,temp plotting,571868,t,temp plotting
funracer,alarme vom wlan thermo nano,571315,t,alarme
anusha0103,measuring weather parameters,571311,w,weather parameters
hman0369,wlan thermo,395292,t,wlan thermo
jpb032,monitoring of the farm,569443,o,farm
apskaft,weather info,496521,w,weather info
kalen004,cooling fans auto on off,234461,o,cooling fans
blue,weather at east part of tampere,332,w,weather
oe1gca,45 9 khz rf signal strength receiver for detecting sids sudden ionospheric disturbances triggered by an x ray burst of our sun,392524,o,x ray burst
jakubfranek,diy weather station brno nov l skovec,322828,w,diy weather station brno
jdi123,the 5v version dht22 and nodemcu on mongoose os,550421,t,version dht22
shaunorman,temperature reading for all the pool sensors,398808,t,temperature
reneko,temperature and humidity sensor,288821,t,temperature
sashacmc,fields 1 2 3 5 6 first device,63701,u,device
vabbott,temps humidity barometric pressure,275557,t,temps humidity barometric pressure
hawkhawk,my first channel is my first channel,571082,u,channel
pditty1995,realtime logging of data from emu 2 energy monitor home is 3000 sq ft 1st floor and 2500 sq ft basement 1st floor is conditioned air space using geothermal all electric home with heat pump hot water tank and icf construction,570680,e,icf construction
manosatyasai,home automation using computer vision,570684,o,home automation
kumarks03,rain water analysis,470058,o,rain water analysis
infoivte1,to measure air quality and sound system in db,569822,o,db
karbonbaron,collecting data from weather meteo station nova jezna cz,533924,w,data
tihorb,random temperature and humidity data passed from a java program at an interval of 10 seconds,570235,t,interval
sidramehboob,just knowledge,572857,u,knowledge
patata221235,weather condition display,572859,w,weather condition display
lucbel01,the temperature in my workroom,213920,t,temperature
bamboe32,weather in vilar formoso portugal,357090,w,weather
bamboe32,weather in penha garcia portugal,357091,w,weather
bamboe32,weather in anadia portugal,357093,w,weather
bamboe32,weather in avel s de caminho portugal,357094,w,caminho portugal
meisterq,esp wroom 32 and bme280 powerd by an 6v 4 5w solarpanel with an 2500mah 1c 3 7v lipo,437049,e,lipo
bamboe32,weather in alvares portugal,357096,w,weather
bpowell2008,monitor the current draw of the water heater and the temperature of the outlet,530269,e,current draw
coop28,light and temperature readings from my chicken coop you can see the coop at www thechickinn us,306215,t,light
addergebroed,temperature measurements on central heating,263700,t,temperature measurements
harsha_uom,temp and hum in server testing,137387,t,temp
geovogel,analyze of data acquired from home weather hvac and electrical systems,306016,w,electrical systems
webheart2,heart without heart,574046,o,heart
macraj,test thingspeak,574047,u,test thingspeak
ashi2512,we are collecting data from moisture temperature and humidity sensors and storing it on the cloud server,570909,t,moisture temperature
mikeegner,weather data from the misty valley farmhouse,373128,w,misty valley farmhouse
johnvanlaanen,indoor locations,209666,o,indoor locations
csnbailey,loft temperature reading and ventilation fan status,209664,t,ventilation fan status
wrangsri,test with pi,503375,u,test
szabonandi73,solar hot water system esp8266 as thingspeak logger from serial csv data,43709,o,solar hot water system esp8266
drsijosae,home power consumption measurement,118103,e,home power consumption measurement
tlharv18,local temperature humidity,522575,t,local temperature humidity
rgruenig,test node for photon to particle cloud to ts channel for mutual air prototype mk2,562224,o,photon
habibasabrina,the sound sensor will detect the sound,572215,o,sound sensor
cjdau81,receiving temperature and humidity data from nodemcu also receiving data from thingspeak to feed an amazon alexa skill to read the glasshouse temperature,220364,t,nodemcu
veneto,temperature and humidity,227329,t,temperature
dbonzon,indoor temperature humidity pressure luminosity bme280 wemos,251751,t,indoor temperature humidity pressure luminosity bme280 wemos
indridcold,dht22 temperature humidity sensor driven by a raspberry pi 3 running a python script,320096,t,python script
jeetkoradia2000,best tycoon channel,571746,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571747,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571744,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571745,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571742,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571743,u,best tycoon channel
avikoti,first channel thingspeak,571740,u,channel thingspeak
jeetkoradia2000,best tycoon channel,571741,u,best tycoon channel
jeetkoradia2000,best tycoon channel,571748,u,best tycoon channel
dickinsonlabs,6 onewire sensors with raspberry pi and python 1 neptune r900v3 municipal water meter,63342,o,neptune r900v3 municipal water meter
adriangarbacea,water heater solar panel monitoring,543348,o,water heater solar panel monitoring
draghi,different parameters of the aquarium,236702,o,different parameters
stankopetric,esp wroom external sensor temerature pressure humidity altitude,426347,t,esp wroom external sensor temerature pressure humidity altitude
kingster,electric line voltage as measured in hsr bangalore,463274,r,hsr bangalore
mberkelm,second esp8266 module for testing sensors periferal devices,255588,o,testing sensors periferal devices
cohome144,temp_light intensity reading,263399,t,temp
sonny1,monitor temperatures of t wort 3 4 wort in top 1 4 of fermenter t wort 1 4 wort in bottom 1 4 of fermenter t chamber inside chamber on outside of fermenter 1 4 from bottom,477830,t,temperatures of t wort
casstudio,cas studio temperature and humidity earth straw wall measurements,299656,t,cas studio temperature
razibu,local temperature and humidity near lausanne switzerland feeding weatherstation display source code based on code from squix78 https blog squix org,299651,t,squix78 https blog squix org
mutton74,highfields,225216,u,highfields
RobinMecha,dassault systemes hackathon 2018 perth mechatronics,572047,u,perth mechatronics
lirika911,weather,573272,w,weather
astrotutor9,getting the temperature and atmospheric pressure from the summer house in the garden in cornwall uk,301120,t,atmospheric pressure
capsicum66,measure of temperatures,59862,t,measure of temperatures
lukeender,this is temperature and pressure data from my room in jena germany and just outside of it,214866,t,jena germany
techabilla,bandwidth monitoring of home internet connection,279203,o,bandwidth monitoring of home internet connection
oe1gca,weather station placed in my garden,392547,w,weather station
oe1gca,weather station placed in my garden,392548,w,weather station
elise10madds27,weather engadine nsw,571538,w,weather engadine nsw
elise10madds27,weather station engadine nsw,571535,w,weather station engadine nsw
rjholt,log of a pendulum regulator clock time keeping error against the ntp time reference using a nodemcu esp8266,402286,o,log
sjdttt,temperature humidity and atmospheric pressure in the pod,224306,t,temperature humidity
flexusmark,receive temperature updates of the inside temperature,215409,t,temperature updates
juntemp,alert for high temperature with jun temp sensor,302473,t,temp sensor
ermin000,powered by arduino and dht11 dht22,141559,t,arduino
wueber,uploading data from a raspberry pi,383108,u,data
plk83its,g f server room temperature and humidity,329254,t,g f server room temperature
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,294179,t,dht11
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,294176,t,dht11
leestephens,test channel for weather station experiment,573789,w,weather station experiment
j1mth33nchant3r,if temperature is too high hot is diplayed,573800,t,high hot
dhanselm,channel for lorawan test,573874,o,channel
asmae96,embedded system project which works with an stm32f4xx microcontroller,570375,u,stm32f4xx microcontroller
mossadmobile,dht22 temperature humidity sensor driven by a raspberry pi 2 running a python script,400620,t,python script
strejda,small solar powered meteo station in city opocno czech republic value from sensor bmp280 2pcs communication over wifi with esp8266,298044,t,pcs communication
anmorgul,check tempereture from hives by ds18b20 over omega2,389852,t,hives
mpesavento,esp8266 nodemcu with dht22 bme280 ds18b20 and ldr sensors,362137,t,esp8266 nodemcu
bruceleehk,ape laser rh monitor,573506,o,ape laser rh monitor
petkov,themperature,362138,t,themperature
irfanbstr,testing sensor with nodemcu,570219,u,sensor
sergivaqx,temperature and humidity from dht22,570218,t,temperature
salmaabdelfatah,establish tcp ip connection,570217,o,tcp ip connection
extraman,electrical power meter,290380,e,electrical power meter
lafudoci,estimated time of arrival project of monero xmr transaction experimental project,321751,o,estimated time of arrival project of monero xmr transaction experimental project
superkoll,this channel is used to monitoring movements in a specific area,230347,o,specific area
mdurohtak,monitoring the temperature and humidity using dht11,571299,t,temperature
jryd13,a simple app to track the player count over time,319772,o,simple app
mjtiern,crawlspace info,399701,o,crawlspace info
anoush,posting data from inference to this channel,570969,u,data
mariamalik678,iternetnet of thinking,572850,u,iternetnet of thinking
lmar206,arduino monitor for 4 herb planters,475554,o,arduino monitor
itoshin,brightness sensor value of my wifi clock,213838,o,wifi clock
stevempotter,for collecting heating oil usage data,377827,e,heating oil usage data
timburrow,temperature at home,208955,t,temperature
juzzie_tspk3,esp8266 based geiger counter weather station w bme280 and 4x si 180g gm tubes,217496,t,esp8266
oe1gca,continuously transmit a sinus signal,393082,o,sinus signal
khaas15,testing sending cpu temperature to iot,465089,t,testing
rasensurfer2,what is the air like,425182,o,air
parkercraftsmen,eight one wire temp sensors and nodemcu over wifi,572187,t,wifi
bamboe32,weather in guas boas portugal,357095,w,weather
usman04,this channel allows you to see the highest and lowest amount of power consumption it can also calculate the average humidity of your working environment as well as high and low temperature,467492,e,channel
hibs1971,rolling 7 minute average minimum maximum of wind speed measured in miles per hour using homemade wired anemometer homemade wireless temperature transmitter using mcp9700a,337025,w,mcp9700a
pedroleitealves,temperature and humidity sensor based on esp8266 and sht31 with 3d printed case uploading to thingspeak,498731,t,d printed case
tel1203,environment monitoring from wio node,219897,w,environment monitoring
mxs216005958,to measure the temperature and the voltage,548448,t,temperature
rwill64,temperature and humidity located in germany by,5186,t,temperature
radkoa,si7021 temperature relative humidity sensor mh z19 co2 sensor iot thing esp8266,86698,t,si7021 temperature relative humidity sensor mh z19 co2 sensor iot thing esp8266
misterpib,measuring temperatures in and around a shed to test insulation effectiveness,265917,t,insulation effectiveness
utopiaplanitia,power usage from a home power monitor designed to record data every minute,1190,e,data
nitingowda,temp humidity,573602,t,temp humidity
bigguskurtis,the thing with the stuff in the place with the people at the time of day,569492,u,stuff
adamir,testing,361019,u,testing
nswdpi,path 1 oai bom weather site,462617,w,oai bom weather site
jakarta310378,monitoring water quality of pond fish farming,563611,o,water quality of pond fish farming
trmyers2,home indoor weather station data from nodemcu trm,279442,w,nodemcu trm
msim2247,in house environmental monitoring,279194,o,house environmental monitoring
stefan1960,miniyun test at home,407984,o,miniyun test
lz1ght,water heater controler,100173,o,water heater controler
RJCamper,a channel to measure the height,571517,o,channel
twoods,display graphs of in service system,476022,u,graphs
rcalderon,envision power monitor,259614,e,power monitor
kai5er,checking temp and humidity,400290,t,temp
morrisyeh,low cost lass system,230893,u,low cost lass system
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,294153,t,dht11
anthonyjclarke,with sht30 shield,294484,t,sht30 shield
tsmooth3,modem statistics,290816,o,modem statistics
sayubhosale,wether,573853,w,wether
rsoft1,my smart fridge on esp8266 with simple energy wattage metering kharkiv ukraine,172216,e,simple energy wattage metering kharkiv ukraine
draghi,different sensors in my my home,265741,u,different sensors
qbkiot,iotshit,570905,u,iotshit
domisy,test for the slit on voltage raining slit status,264168,e,test
silicondad,first attempt,223492,o,attempt
ajft64,home linux box as per http community thingspeak com 2014 05 official tutorial monitoring linux server statistics,30753,o,official tutorial
raspithings31368,the raspberry checks the temperatures and controls the water tank if the water is too colt for the bathroom heat it up the raspberry has solid state relays to switch the heating elements and the pump,143188,t,temperatures
davidtilley,weight measurements taken from an hx711 load cell amplifier this is the full weight of a keg including its remaining content,360000,o,remaining content
kb3mij,radiation monitor with bme280 barometer temp and humidity sensor,399721,o,radiation monitor
rexlee2,this measures reports the status of a solar charger for batteries on the boat nellie brett,496175,e,status
pteridin,the measured room temperature and humidity,370125,t,measured room temperature
kaz19610303,fgn 3f shared office,339533,o,fgn
ppet36,esp8266 thing with dth22 sensor located in czech republic vysoke studnice,379800,t,czech republic vysoke studnice
darethehair,lolin esp 12e esp8266 nodemcu sb mc with bosch bme280 weather sensor,158388,w,lolin esp
jeffry99,give real time temperature of surabaya,516179,t,real time temperature of surabaya
kdkanishka,data source for kradiator room temperature widget,258132,t,data source
piyushkumar10,using led notifier,570943,o,led notifier
jhkanguk,home temperature humidity,221631,t,home temperature humidity
ams12892,arduino uno based monitoring system for severinghaus lab dissolved noble gas equilibration experiments updates every 2 5 minutes with readings of top and bottom water temperatures and near surface pressure air temperature and humidity,337043,t,humidity
testman99,data from my particle boar,213423,o,data
radiation4u,arthronics data systems background radiation monitoring system station michendorf west germany,242985,o,arthronics data systems background radiation monitoring system station michendorf west germany
filipwie89,inhouse temperature and humidity logger,429255,t,inhouse temperature
c1upton,indoor and outdoor temps of the del monte hoop house particle photon gathering temp data from two ds18b20 digital temp sensors and forwarding to thingspeak with webhooks,444318,t,thingspeak
Vikramkunchala,reads,510329,u,
aniketthorave19,first channel on things speak,571700,u,channel
ifuley,home weather station agyagfalva lutita,227676,w,home weather station agyagfalva lutita
schumit,solar array voltage and amps,500711,e,solar array voltage
michaelfung,latencies for various hu services,512676,o,latencies
brucething,shows when people trip the sensor at the main door of steamworks in rohrbach library,310993,o,rohrbach library
ody1908,updates every 30 minutes,493691,u,minutes
turnpike61,a solar iot sensor that uses aprs fi,285487,o,solar iot sensor
druv03,temp humidity,573629,t,temp humidity
anracomm,measures outside temperature and humidity and water temperature of the spa,268054,t,humidity
ischock,data from a respirable dust sensor sds011 outside my window in stuttgart,256386,o,window
proconsol,twice daily logs and running temperatures of the front cabinets 1 and 2 and the cool rooms 1 and 2 at the ashgrove store,143757,t,ashgrove store
janu5111,switch with led,571224,o,
sv1bee,arduino mkr1000 with dht22 and maxsonar mb1240 for indoor temp hum and oiltank volume arduino uno with ds18b29 for solar boiler and davis vantage vue for the rest,143532,t,maxsonar mb1240
jolich,a nodemcu with 3 ds18b20 monitors the temperatures t o t u of a storage tank heated by a combination of oil boiler wood boiler and solar panels the temperature of the wood boiler t hv and the temperature of the exhaust gas t ag,222975,t,nodemcu
akshatakanungo,iot workshop,573717,u,iot workshop
kurskaya22,heating boiler,218474,o,heating boiler
rayellam,r r water leak detector,311730,o,r r water leak detector
leglin,air temperature in csc room,279425,t,air temperature
blebox_tspk1,heatbox v0 1,425025,o,heatbox v0
tortyl2,home monitoring,308597,o,home monitoring
orrisis,scale with wemos d1 mini espeasy domoticz,436421,o,scale
sonashree,using the internet of things iot in homes and industries it is possible to control any electrical or electronic equipment,571574,u,electronic equipment
keerthanavelu,to control the temperature,571579,t,temperature
rybakdr,house temperature,241554,t,house temperature
jgdeak1,monitor cto office,349526,u,cto office
sagezee43,sends a forecast to user via thingspeak,570622,w,forecast
humleo,lchome weather sensors,211325,w,lchome weather sensors
rockgeo,greenhouse in berthoud colorado,70030,u,greenhouse
adminsonali,we need to maintain sensors data permanently over the cloud,571305,u,cloud
jros1992,tank level and pump state for pond,488590,o,pump state
robot208,output from pibot,301529,u,output
rahul078,it shows the air pollution in the air,560482,o,air pollution
bamboe32,weather in porto portugal,357038,w,weather
bamboe32,weather in amarante portugal,357039,w,weather
bamboe32,weather in castro daire portugal,357036,w,weather
bamboe32,weather in trancoso portugal,357037,w,weather
bamboe32,weather in feira portugal,357034,w,weather
bamboe32,weather in arouca portugal,357035,w,weather
bamboe32,weather in oliveira do hospital portugal,357032,w,weather
bamboe32,weather in guarda portugal,357033,w,weather
bamboe32,weather in vagos portugal,357030,w,weather
bamboe32,weather in viseu portugal,357031,w,weather
ashtontate,co2 humidity and temperature in my home,173590,t,co2 humidity
rickeybell,sensors outside of conference room,289922,u,sensors
a0823331713,monitoring of ions using smart ions,231245,u,smart ions
caisassi,weather nodemcu and sensors,437350,w,weather nodemcu
yurik72,weather1,574022,w,weather1
janneh,soil humidity measurements,226227,o,soil humidity measurements
kaebmoo,sensing and control,470917,o,control
mrjbening,sump pump water level,319735,o,sump pump water level
ashish29ashok,we can check our solar pannel battery real time status,555750,e,solar pannel battery real time status
zliudr,this data stream is shared among all data loggers running my python code create your own data stream once you complete your test posting data here,359964,u,test
hloupis,air quality station from lorathens network,324870,o,air quality station
majland,in an outhouse we have a wood pellet burner for central heating of the house combined with solar panels and a 500liter accumulation tank,76522,o,outhouse
stoyanb,temperature measurement at home 3 arduino uno with ds18b20 sensors and nrf24l01 wireless modules and 1xarduino mega base with nrf24l01 wireless module 20x4 i2c lcd rtc ds3231 sd card datalogger,92291,t,home
tavomix66,this is my first ts channel it is going to be useful for cloud computing class,572148,u,ts channel
alex9804,channel of test for the first example of access information from the terminal to thingspeak,572144,u,thingspeak
bhawdeep,iot workshop,573743,u,iot workshop
sagezee43,monitors temperature and motion around the house,573552,t,temperature
michalkuska,started at tue jan 17 2017 19 40,214635,u,
laurensrinke,data from the aquaponics system at chloroplast stuttgart,240788,o,chloroplast stuttgart
cityfert,southwest sydney fertility and ivf clinic,218185,u,ivf clinic
dapw2000,potable water cistern levels,571498,o,potable water cistern levels
om1amj,outdoor arduino geiger counter with sbm 20 tube located in pezinok slovakia,259246,o,tube
sp6vwx,no central heated room,389089,t,central heated room
hannon1000,uses arduino uno ethernet shield proto screw shield bme280 and am2315 sensors watchdog sleep code with modified metal tiki like torch as sleep red led on awake green led on indicator,227475,t,torch
patelaavi2002,program based on sensor,571722,u,program
pkush1289,programs based on sensor and motor board compiled by adruino,571723,o,motor board
patelaavi2002,program based on sensor,571729,u,program
c90138,dht11 connected to a nodemcu esp8266,458280,t,dht11
tonvanw,measurements from s08 unit,2151,u,measurements
jhavens1566,using an esp8266 esp 01 module and an arduino pro mini 3 3v i wirelessly update all outputs from my thermostat to here for data analysis and because it cool,45244,t,outputs
lemonkey,temperature of pfsense firewall cpu in f,353033,t,temperature of pfsense firewall cpu
doublephaeton,collect temperature from photon,226057,t,temperature
rasikaghadge,this is the example of humidity sensor using dh11,570450,o,dh11
sanjanasanju1,iot test,570452,u,iot test
dave130,a garden weather station with temp hum rain pressure and light sensors,480458,w,garden weather station
irishrockr,channel to monitor environmental conditions of my apartment channel is supplied data via an esp8266 wifi module which has a bme280 sensor connected to it these are powered from a usb wall socket outlet for minimal setup installation,265954,y,bme280 sensor
lioneliot2018,test temperature home home outdoor,198230,y,test temperature home home outdoor
ralf1963,return water from solar hot water collector on roof giving indication of daily maximum temperature and amount of hot water produced,349844,o,indication of daily maximum temperature
iotgreenhouse00,temperature and humidity monitoring system for greenhouse,565183,t,greenhouse
jamarena,total time s spent for rendering within last 5 minutes,345973,o,total time s
vbunjin,meteo data read from personal weather station ws1080,216443,w,meteo data
lucianhalmes,1np_room_103 conference room,569721,u,np
mokjpn,environment of my fish tank,279159,o,environment
timkrueger,temperatur auf link more information klicken,288402,t,temperatur auf
mrfixit1969,soil moisture for plants stored over winter in basement,402153,o,winter
montreuilsurmer,shared data at montreuil sur mer,519304,u,montreuil sur mer
abehtikov,temperature log of solar thermal collector,61471,t,temperature log of solar thermal collector
divyansh243,in this project we will monitor a person heart beat and body temperature,571555,t,project
cullenmq1,radmon geiger counter set up to trigger a warning when radiation gets above a threshold value also displays temperature pressure and humidity data,500250,o,radiation
dirkvdl16,temperature data for simply garlic cold rooms,214374,t,garlic cold rooms
paulcatchpole,data from arduino on board nbinstigator,214378,u,data
kedian51,a test channel for paring project,572350,u,test channel
alcidemoon,weather station,404410,w,weather station
thingspeak31,weerstation diamant,404417,w,weerstation diamant
camper43,arduino atmega 328 dht22 shed link to esp 12e wifi,277740,t,dht22
aly2005,dht11 remote station external humidity and temperature logging,293495,t,temperature logging
jamespime99,the very first,570604,u,
squidling,weather at westmoreland park south portland or,431572,w,westmoreland park south portland
almarina,home weather station,494995,w,home weather station
cloudscout,nodemcu with bme280 in black box,422121,t,nodemcu
dritzack,temperatures in fermentation,233168,t,temperatures
bamboe32,weather in lisbon portugal,357018,w,weather
bamboe32,weather in peniche portugal,357019,w,weather
baranabananas,power generation and usage,368201,e,power generation
laurent.chivot,pv production issy,9001,u,pv production issy
misterneil,temperature and humidity sensor 1,395171,t,temperature
chatkup,test sent temp to thingspeak,571232,t,test
razgulin,moisture levels of work plants,427373,o,moisture levels of work plants
petrporeg,temperature with ds18b20 esp8266,412240,t,temperature
tsirogk21,case study raspberry pi2 sr 04,17897,u,case study raspberry pi2 sr
cesarsan7,channel test class cloud computing,572162,u,channel test class cloud computing
nyctoxysm,weather station,573578,w,weather station
sareeshs,waterlevelmonitor,103636,o,waterlevelmonitor
pa3cqe,arduino mega control and uploading values to thingsspeak and domoticz at the same time with esp8266,217707,u,arduino mega control
karenbobiv,is the pool heat on or off,8086,o,pool heat
prasenjit94,temperature and humidity sensing with nodemcu and dht11,563560,t,nodemcu
andriyhz,ternopil real time outdoor air quality monitor point 2,462442,t,ternopil real time outdoor air quality monitor point
ianbren,power usage of pump,494692,e,power usage of pump
irlpaulmc,hot water at top of tank at home,12674,o,hot water
delfuego,test feed running on a wemos d1 mini esp8266 variant with a dht22 for room temp humidity data and a ds18b20 for the tank temperature,104574,t,humidity data
abinayamu,monitors temp humidity rain value pressure light intensity,570568,t,temp humidity rain value pressure light intensity
dekoning,temperature office humidity office,250220,t,temperature office humidity office
mariamaria2009,temperature and humidity display,81029,t,temperature
rahulbedi2002,air quality index for whitefield bangalore,428851,o,whitefield bangalore
werkag,weatherduino pro2 plus air quality monitor,317451,w,air quality monitor
archytasreturns,v1 channel to test data from photon module till static ip and application i sready,395092,o,data
prasadmopuri,to detect ph value of a solution,573662,o,ph value
astander,wibre wireless speed,251310,o,wibre wireless speed
human47321,ttn network heartbeat,137976,o,ttn network heartbeat
iobadger,keep track of my solar energy harvesting usage and batteries,296223,e,usage
abivaish,air quality monitoring,563777,o,air quality monitoring
vanh1200,nothing is impossible,373357,u,
woinova,th 011,310426,u,th
woinova,th 010,310427,u,th
woinova,th 008,310422,u,th
shashi04,monitoring the temperate using lm29,573949,t,lm29
sendal,vremea de pe yuhuu weather,279822,w,vremea
hfccoge,gets analog value from an ldr attached to the led of a relais and monitors critical temperatures,383180,t,relais
kontogiannisdim,main fridge in butchery,322882,t,main fridge
lindsaytrott,hive monitoring system consisting of a hx711 weigh sensor a htu21d for sensing temperature and humidity inside the hive and a ds18b20 for sensing the temperature of the stress sensor for making temperature dependent corrections to the weight data,287662,t,weight data
dharanikrishnans,iot workshop,572336,u,iot workshop
byomkesh,my home data light temp humidity using witty dht11 and relay board,111855,t,home data light temp humidity
prunonen,this is for testing,215043,u,testing
pwdandekar,this channel records vehicle electrical and mechanical parameters,392459,e,mechanical parameters
ashama786,to mseaurement the temperature and humidity,572287,t,temperature
bamboe32,weather in alcoutim portugal,357072,w,weather
bamboe32,weather in salir portugal,357071,w,weather
bamboe32,weather in serta portugal,357076,w,weather
bamboe32,weather in castelo branco portugal,357077,w,weather
bamboe32,weather in mogadouro portugal,357074,w,weather
bamboe32,weather in vila nova de foz c a portugal,357075,w,foz c
bamboe32,weather in alpalh o portugal,357078,w,weather
bamboe32,weather in bemposta portugal,357079,w,weather
blazer34i,esp8266 with a ds18b20 temperature sensor mounted in the hvac plenum right above the air handler,21685,t,air handler
echemist,weather in slavutich,105545,w,weather
reace88,the craftbeerpi temperature sensor logging for the brewery mikrobrauerei orler,514182,t,brewery mikrobrauerei orler
guscollins,knbw polymer loader 4 production data,123408,o,production data
akhilmohandas,this is a new channel,570975,u,new channel
drhite,remote monitoring of solar array battery and auxiliary charger status,432856,e,auxiliary charger status
pgri73,arduino mega and nano weather station dht22 bme280 tx23,223430,t,arduino mega
rberkelm,monitoring of spare hive,275029,o,spare hive
vlost1,test of water flow reading system,516051,o,test of water flow
bertiejacobs,measure outside temp and water tank level,302159,t,water tank level
